id,name,team_id,competition_id,position,photo_url,overall,pos1,pos2,pos3
82,F. Torres,125,12,Defender,https://media.api-sports.io/football/players/63964.png,-1,,,
83,Victor Gabriel,125,12,Defender,https://media.api-sports.io/football/players/305042.png,-1,,,
84,Alan Patrick,125,12,Attacker,https://media.api-sports.io/football/players/692.png,-1,,,
85,Allex,125,12,Midfielder,https://media.api-sports.io/football/players/415052.png,-1,,,
86,B. Arhin,125,12,Midfielder,https://media.api-sports.io/football/players/610495.png,-1,,,
87,Bruno Gomes,125,12,Defender,https://media.api-sports.io/football/players/143368.png,-1,,,
88,Bruno Henrique,125,12,Midfielder,https://media.api-sports.io/football/players/9921.png,-1,,,
89,Joao Gabriel Kempes Goncalves,125,12,Midfielder,https://media.api-sports.io/football/players/633310.png,-1,,,
90,Alves Kauan,125,12,Midfielder,https://media.api-sports.io/football/players/633309.png,-1,,,
91,Paulinho,125,12,Midfielder,https://media.api-sports.io/football/players/96353.png,-1,,,
92,Richard,125,12,Midfielder,https://media.api-sports.io/football/players/10240.png,-1,,,
93,A. Rodríguez,125,12,Midfielder,https://media.api-sports.io/football/players/51468.png,-1,,,
94,Ronaldo,125,12,Midfielder,https://media.api-sports.io/football/players/10167.png,-1,,,
95,Thiago Maia,125,12,Midfielder,https://media.api-sports.io/football/players/22231.png,-1,,,
96,R. Villagra,125,12,Midfielder,https://media.api-sports.io/football/players/6519.png,-1,,,
97,Alerrandro,125,12,Attacker,https://media.api-sports.io/football/players/9893.png,-1,,,
98,R. Borré,125,12,Attacker,https://media.api-sports.io/football/players/6011.png,-1,,,
99,Tabata,125,12,Attacker,https://media.api-sports.io/football/players/41368.png,-1,,,
100,J. Carbonero,125,12,Attacker,https://media.api-sports.io/football/players/13691.png,-1,,,
101,Diego Coser,125,12,Attacker,https://media.api-sports.io/football/players/407013.png,-1,,,
102,J. Bezerra,125,12,Attacker,https://media.api-sports.io/football/players/609580.png,-1,,,
103,Victor Joao,125,12,Attacker,https://media.api-sports.io/football/players/633284.png,-1,,,
104,Kayky,125,12,Attacker,https://media.api-sports.io/football/players/305819.png,-1,,,
105,Raykkonen Pereira Soares,125,12,Attacker,https://media.api-sports.io/football/players/520576.png,-1,,,
106,Vitinho,125,12,Attacker,https://media.api-sports.io/football/players/10147.png,-1,,,
107,Yago,125,12,Attacker,https://media.api-sports.io/football/players/463962.png,-1,,,
108,Léo Linck,117,12,Goalkeeper,https://media.api-sports.io/football/players/292166.png,-1,,,
109,C. Loor,117,12,Goalkeeper,https://media.api-sports.io/football/players/410134.png,-1,,,
110,Neto,117,12,Goalkeeper,https://media.api-sports.io/football/players/912.png,-1,,,
111,Raul,117,12,Goalkeeper,https://media.api-sports.io/football/players/80188.png,-1,,,
112,Alex Telles,117,12,Defender,https://media.api-sports.io/football/players/378.png,-1,,,
113,A. Barboza,117,12,Defender,https://media.api-sports.io/football/players/5933.png,-1,,,
114,Bartolomeu Jacinto Quissanga,117,12,Defender,https://media.api-sports.io/football/players/1845.png,-1,,,
115,Caio Roque,117,12,Defender,https://media.api-sports.io/football/players/283837.png,-1,,,
116,N. Ferraresi,117,12,Defender,https://media.api-sports.io/football/players/2440.png,-1,,,
117,Gabriel Abdias,117,12,Defender,https://media.api-sports.io/football/players/561346.png,-1,,,
118,J. Hernández,117,12,Defender,https://media.api-sports.io/football/players/414428.png,-1,,,
119,Huguinho,117,12,Midfielder,https://media.api-sports.io/football/players/505409.png,-1,,,
120,F. Januario,117,12,Defender,https://media.api-sports.io/football/players/614641.png,-1,,,
121,Kadu Santos,117,12,Defender,https://media.api-sports.io/football/players/613321.png,-1,,,
122,Kauã Branco,117,12,Defender,https://media.api-sports.io/football/players/474102.png,-1,,,
123,J. Lira,117,12,Defender,https://media.api-sports.io/football/players/634521.png,-1,,,
124,Marçal,117,12,Defender,https://media.api-sports.io/football/players/652.png,-1,,,
125,Marquinhos,117,12,Defender,https://media.api-sports.io/football/players/544705.png,-1,,,
126,M. Ponte,117,12,Defender,https://media.api-sports.io/football/players/297687.png,-1,,,
127,Vitinho,117,12,Defender,https://media.api-sports.io/football/players/8661.png,-1,,,
128,Ythallo,117,12,Defender,https://media.api-sports.io/football/players/426627.png,-1,,,
129,Allan,117,12,Midfielder,https://media.api-sports.io/football/players/326.png,-1,,,
130,Arthur Novaes,117,12,Midfielder,https://media.api-sports.io/football/players/609493.png,-1,,,
131,J. Barrera,117,12,Midfielder,https://media.api-sports.io/football/players/410843.png,-1,,,
132,Bernardo Valim,117,12,Midfielder,https://media.api-sports.io/football/players/403670.png,-1,,,
133,Caio Valle,117,12,Midfielder,https://media.api-sports.io/football/players/506276.png,-1,,,
134,Danilo,117,12,Midfielder,https://media.api-sports.io/football/players/275170.png,-1,,,
135,Edenílson,117,12,Midfielder,https://media.api-sports.io/football/players/10387.png,-1,,,
136,Pedro Henrique de Paula Martins,117,12,Midfielder,https://media.api-sports.io/football/players/635348.png,-1,,,
137,G. Justino,117,12,Defender,https://media.api-sports.io/football/players/544707.png,-1,,,
138,Lucas Camilo,117,12,Midfielder,https://media.api-sports.io/football/players/414352.png,-1,,,
139,C. Medina,117,12,Midfielder,https://media.api-sports.io/football/players/237186.png,-1,,,
140,Miguel Caldas,117,12,Midfielder,https://media.api-sports.io/football/players/609481.png,-1,,,
141,Álvaro Montoro,117,12,Midfielder,https://media.api-sports.io/football/players/455130.png,-1,,,
142,D. Nery,117,12,Midfielder,https://media.api-sports.io/football/players/634522.png,-1,,,
143,Newton,117,12,Midfielder,https://media.api-sports.io/football/players/277169.png,-1,,,
144,S. Rodríguez,117,12,Midfielder,https://media.api-sports.io/football/players/51581.png,-1,,,
145,Wallace II,117,12,Midfielder,https://media.api-sports.io/football/players/463987.png,-1,,,
146,Arthur Cabral,117,12,Attacker,https://media.api-sports.io/football/players/9938.png,-1,,,
147,Arthur Izaque,117,12,Attacker,https://media.api-sports.io/football/players/614621.png,-1,,,
148,K. Barria,117,12,Attacker,https://media.api-sports.io/football/players/544681.png,-1,,,
149,J. Correa,117,12,Attacker,https://media.api-sports.io/football/players/1854.png,-1,,,
150,Júnior Santos,117,12,Midfielder,https://media.api-sports.io/football/players/10432.png,-1,,,
151,Kauan Toledo,117,12,Attacker,https://media.api-sports.io/football/players/413140.png,-1,,,
152,Matheus Martins,117,12,Midfielder,https://media.api-sports.io/football/players/305821.png,-1,,,
153,Matheusinho,117,12,Attacker,https://media.api-sports.io/football/players/614654.png,-1,,,
154,Nathan Fernandes,117,12,Attacker,https://media.api-sports.io/football/players/419936.png,-1,,,
155,Chris Ramos,117,12,Attacker,https://media.api-sports.io/football/players/104792.png,-1,,,
156,Rogerinho,117,12,Attacker,https://media.api-sports.io/football/players/634523.png,-1,,,
157,Samuel,117,12,Attacker,https://media.api-sports.io/football/players/609507.png,-1,,,
158,L. Villalba,117,12,Attacker,https://media.api-sports.io/football/players/308798.png,-1,,,
159,Aranha,128,12,Goalkeeper,https://media.api-sports.io/football/players/464019.png,-1,,,
160,Carlos Miguel,128,12,Goalkeeper,https://media.api-sports.io/football/players/10373.png,-1,,,
161,K. Lima,128,12,Goalkeeper,https://media.api-sports.io/football/players/580796.png,-1,,,
162,Luiz Felipe,128,12,Goalkeeper,https://media.api-sports.io/football/players/512533.png,-1,,,
163,Marcelo Lomba,128,12,Goalkeeper,https://media.api-sports.io/football/players/10372.png,-1,,,
164,Arthur,128,12,Defender,https://media.api-sports.io/football/players/425715.png,-1,,,
165,Benedetti,128,12,Defender,https://media.api-sports.io/football/players/415068.png,-1,,,
166,Bruno Fuchs,128,12,Defender,https://media.api-sports.io/football/players/10379.png,-1,,,
167,A. Giay,128,12,Defender,https://media.api-sports.io/football/players/306706.png,-1,,,
168,G. Gómez,128,12,Defender,https://media.api-sports.io/football/players/2502.png,-1,,,
169,Jefté,128,12,Defender,https://media.api-sports.io/football/players/311384.png,-1,,,
170,Khellven,128,12,Defender,https://media.api-sports.io/football/players/10125.png,-1,,,
171,Murilo,128,12,Defender,https://media.api-sports.io/football/players/10083.png,-1,,,
172,J. Piquerez,128,12,Defender,https://media.api-sports.io/football/players/51466.png,-1,,,
173,Allan,128,12,Attacker,https://media.api-sports.io/football/players/425714.png,-1,,,
174,Andreas Pereira,128,12,Midfielder,https://media.api-sports.io/football/players/899.png,-1,,,
175,Larson,128,12,Midfielder,https://media.api-sports.io/football/players/575323.png,-1,,,
176,Lucas Evangelista,128,12,Midfielder,https://media.api-sports.io/football/players/21095.png,-1,,,
177,Luis Felipe,128,12,Midfielder,https://media.api-sports.io/football/players/574837.png,-1,,,
178,Marlon Freitas,128,12,Midfielder,https://media.api-sports.io/football/players/9218.png,-1,,,
179,E. Martínez,128,12,Midfielder,https://media.api-sports.io/football/players/153083.png,-1,,,
180,Maurício,128,12,Midfielder,https://media.api-sports.io/football/players/106485.png,-1,,,
181,R. Sosa,128,12,Midfielder,https://media.api-sports.io/football/players/196298.png,-1,,,
182,J. Arias,128,12,Midfielder,https://media.api-sports.io/football/players/13708.png,-1,,,
183,Erick Machado,128,12,Attacker,https://media.api-sports.io/football/players/512522.png,-1,,,
184,Felipe Anderson,128,12,Midfielder,https://media.api-sports.io/football/players/2412.png,-1,,,
185,Ramon Riquelme,128,12,Attacker,https://media.api-sports.io/football/players/516815.png,-1,,,
186,J. López,128,12,Attacker,https://media.api-sports.io/football/players/295513.png,-1,,,
187,Luighi Hanri,128,12,Attacker,https://media.api-sports.io/football/players/449244.png,-1,,,
188,Vitor Roque,128,12,Attacker,https://media.api-sports.io/football/players/340279.png,-1,,,
189,Fábio,122,12,Goalkeeper,https://media.api-sports.io/football/players/10080.png,-1,,,
190,Marcelo,122,12,Goalkeeper,https://media.api-sports.io/football/players/180866.png,-1,,,
191,L. Santana,122,12,Goalkeeper,https://media.api-sports.io/football/players/634765.png,-1,,,
192,Vitor Eudes,122,12,Goalkeeper,https://media.api-sports.io/football/players/10079.png,-1,,,
193,Davi Schuindt,122,12,Defender,https://media.api-sports.io/football/players/505398.png,-1,,,
194,J. Freytes,122,12,Defender,https://media.api-sports.io/football/players/6337.png,-1,,,
195,Guga,122,12,Defender,https://media.api-sports.io/football/players/9874.png,-1,,,
196,Guilherme Arana,122,12,Defender,https://media.api-sports.io/football/players/2038.png,-1,,,
197,Ignacio,122,12,Defender,https://media.api-sports.io/football/players/10017.png,-1,,,
198,Igor Rabello,122,12,Defender,https://media.api-sports.io/football/players/9872.png,-1,,,
199,Jemmes,122,12,Defender,https://media.api-sports.io/football/players/282692.png,-1,,,
200,Julio Fidelis,122,12,Defender,https://media.api-sports.io/football/players/443088.png,-1,,,
201,Leo Jance,122,12,Defender,https://media.api-sports.io/football/players/544690.png,-1,,,
202,João Loiola,122,12,Defender,https://media.api-sports.io/football/players/463986.png,-1,,,
203,J. Millán,122,12,Defender,https://media.api-sports.io/football/players/13715.png,-1,,,
204,Renê,122,12,Defender,https://media.api-sports.io/football/players/10163.png,-1,,,
205,Samuel Xavier,122,12,Defender,https://media.api-sports.io/football/players/10267.png,-1,,,
206,L. Acosta,122,12,Midfielder,https://media.api-sports.io/football/players/50763.png,-1,,,
207,Agner,122,12,Midfielder,https://media.api-sports.io/football/players/405028.png,-1,,,
208,Alisson,122,12,Midfielder,https://media.api-sports.io/football/players/10501.png,-1,,,
209,F. Bernal,122,12,Midfielder,https://media.api-sports.io/football/players/316519.png,-1,,,
210,Davi Melo,122,12,Midfielder,https://media.api-sports.io/football/players/505401.png,-1,,,
211,Hércules,122,12,Midfielder,https://media.api-sports.io/football/players/266267.png,-1,,,
212,Martinelli,122,12,Midfielder,https://media.api-sports.io/football/players/280245.png,-1,,,
213,Naara,122,12,Midfielder,https://media.api-sports.io/football/players/609503.png,-1,,,
214,Nonato,122,12,Midfielder,https://media.api-sports.io/football/players/10396.png,-1,,,
215,Otávio,122,12,Midfielder,https://media.api-sports.io/football/players/1262.png,-1,,,
216,PH Ganso,122,12,Midfielder,https://media.api-sports.io/football/players/10311.png,-1,,,
217,Riquelme,122,12,Attacker,https://media.api-sports.io/football/players/502726.png,-1,,,
218,J. Savarino,122,12,Attacker,https://media.api-sports.io/football/players/51214.png,-1,,,
219,G. Cano,122,12,Attacker,https://media.api-sports.io/football/players/13523.png,-1,,,
220,A. Canobbio,122,12,Midfielder,https://media.api-sports.io/football/players/51603.png,-1,,,
221,R. Castillo,122,12,Attacker,https://media.api-sports.io/football/players/304048.png,-1,,,
222,John Kennedy,122,12,Attacker,https://media.api-sports.io/football/players/297522.png,-1,,,
223,Keven Samuel,122,12,Attacker,https://media.api-sports.io/football/players/519809.png,-1,,,
224,Matheus Reis,122,12,Attacker,https://media.api-sports.io/football/players/634370.png,-1,,,
225,K. Serna,122,12,Midfielder,https://media.api-sports.io/football/players/70849.png,-1,,,
226,Y. Soteldo,122,12,Attacker,https://media.api-sports.io/football/players/2454.png,-1,,,
227,Wesley Nata,122,12,Attacker,https://media.api-sports.io/football/players/568706.png,-1,,,
228,Carlos Coronel,184,12,Goalkeeper,https://media.api-sports.io/football/players/50726.png,-1,,,
229,Rafael,184,12,Goalkeeper,https://media.api-sports.io/football/players/10081.png,-1,,,
230,Young,184,12,Goalkeeper,https://media.api-sports.io/football/players/311517.png,-1,,,
231,Nicolas,184,12,Defender,https://media.api-sports.io/football/players/516821.png,-1,,,
232,E. Díaz,184,12,Defender,https://media.api-sports.io/football/players/6237.png,-1,,,
233,A. Franco,184,12,Defender,https://media.api-sports.io/football/players/6083.png,-1,,,
234,Igor Felisberto,184,12,Defender,https://media.api-sports.io/football/players/634548.png,-1,,,
235,João Moreira,184,12,Defender,https://media.api-sports.io/football/players/352994.png,-1,,,
236,Lucas Carvalho,184,12,Defender,https://media.api-sports.io/football/players/133330.png,-1,,,
237,Osorio Luis,184,12,Defender,https://media.api-sports.io/football/players/639743.png,-1,,,
238,Maik,184,12,Defender,https://media.api-sports.io/football/players/505991.png,-1,,,
239,Dória,184,12,Defender,https://media.api-sports.io/football/players/35777.png,-1,,,
240,R. Arboleda,184,12,Defender,https://media.api-sports.io/football/players/2571.png,-1,,,
241,Sabino,184,12,Defender,https://media.api-sports.io/football/players/9340.png,-1,,,
242,Cédric Soares,184,12,Defender,https://media.api-sports.io/football/players/190.png,-1,,,
243,R. Tolói,184,12,Defender,https://media.api-sports.io/football/players/30429.png,-1,,,
244,Wendell,184,12,Defender,https://media.api-sports.io/football/players/970.png,-1,,,
245,D. Bobadilla,184,12,Midfielder,https://media.api-sports.io/football/players/195107.png,-1,,,
246,Cauly,184,12,Midfielder,https://media.api-sports.io/football/players/25272.png,-1,,,
247,Danielzinho,184,12,Midfielder,https://media.api-sports.io/football/players/77754.png,-1,,,
248,D. Ferreira,184,12,Midfielder,https://media.api-sports.io/football/players/612911.png,-1,,,
249,Felipe Negrucci,184,12,Midfielder,https://media.api-sports.io/football/players/415147.png,-1,,,
250,Leonardo Hugo,184,12,Midfielder,https://media.api-sports.io/football/players/633532.png,-1,,,
251,Luan,184,12,Midfielder,https://media.api-sports.io/football/players/9957.png,-1,,,
252,Marcos Antônio,184,12,Midfielder,https://media.api-sports.io/football/players/696.png,-1,,,
253,Pablo Maia,184,12,Midfielder,https://media.api-sports.io/football/players/313732.png,-1,,,
254,Pedro Ferreira,184,12,Midfielder,https://media.api-sports.io/football/players/505992.png,-1,,,
255,André Silva,184,12,Attacker,https://media.api-sports.io/football/players/41188.png,-1,,,
256,Artur,184,12,Midfielder,https://media.api-sports.io/football/players/10040.png,-1,,,
257,Ferreira,184,12,Attacker,https://media.api-sports.io/football/players/106510.png,-1,,,
258,J. Calleri,184,12,Attacker,https://media.api-sports.io/football/players/47368.png,-1,,,
259,Lucas Moura,184,12,Attacker,https://media.api-sports.io/football/players/178.png,-1,,,
260,Lucca Marques Alencar,184,12,Attacker,https://media.api-sports.io/football/players/505994.png,-1,,,
261,Luciano,184,12,Midfielder,https://media.api-sports.io/football/players/10323.png,-1,,,
262,Paulo Sérgio,184,12,Attacker,https://media.api-sports.io/football/players/465195.png,-1,,,
263,G. Tapia,184,12,Attacker,https://media.api-sports.io/football/players/201909.png,-1,,,
264,P. dos Santos,184,12,Attacker,https://media.api-sports.io/football/players/607350.png,-1,,,
265,Dyogo,121,12,Goalkeeper,https://media.api-sports.io/football/players/372083.png,-1,,,
266,Werneck,121,12,Goalkeeper,https://media.api-sports.io/football/players/627201.png,-1,,,
267,Leonardo Lopes,121,12,Goalkeeper,https://media.api-sports.io/football/players/507663.png,-1,,,
268,Pedro Henrique Vieira Batista,121,12,Goalkeeper,https://media.api-sports.io/football/players/633421.png,-1,,,
269,A. Rossi,121,12,Goalkeeper,https://media.api-sports.io/football/players/11756.png,-1,,,
270,Andrew,121,12,Goalkeeper,https://media.api-sports.io/football/players/80528.png,-1,,,
271,Alex Sandro,121,12,Defender,https://media.api-sports.io/football/players/860.png,-1,,,
272,Ayrton Lucas,121,12,Defender,https://media.api-sports.io/football/players/1771.png,-1,,,
273,Da Mata,121,12,Defender,https://media.api-sports.io/football/players/583994.png,-1,,,
274,Daniel Sales,121,12,Defender,https://media.api-sports.io/football/players/403299.png,-1,,,
275,Daniel Carvalho,121,12,Defender,https://media.api-sports.io/football/players/634767.png,-1,,,
276,Danilo,121,12,Defender,https://media.api-sports.io/football/players/618.png,-1,,,
277,Emerson Royal,121,12,Defender,https://media.api-sports.io/football/players/1566.png,-1,,,
278,E. Mellis,121,12,Defender,https://media.api-sports.io/football/players/646337.png,-1,,,
279,Germano,121,12,Defender,https://media.api-sports.io/football/players/589364.png,-1,,,
280,Johnny Góes,121,12,Defender,https://media.api-sports.io/football/players/512740.png,-1,,,
281,Gusttavo,121,12,Defender,https://media.api-sports.io/football/players/583993.png,-1,,,
282,João Victor Cunha,121,12,Defender,https://media.api-sports.io/football/players/449253.png,-1,,,
283,Léo Ortiz,121,12,Defender,https://media.api-sports.io/football/players/9458.png,-1,,,
284,Léo Pereira,121,12,Defender,https://media.api-sports.io/football/players/10124.png,-1,,,
285,G. Varela,121,12,Defender,https://media.api-sports.io/football/players/1290.png,-1,,,
286,Vitão,121,12,Defender,https://media.api-sports.io/football/players/9909.png,-1,,,
287,Evertton Araújo,121,12,Midfielder,https://media.api-sports.io/football/players/332654.png,-1,,,
288,Guilherme,121,12,Midfielder,https://media.api-sports.io/football/players/454555.png,-1,,,
289,J. Vitor,121,12,Midfielder,https://media.api-sports.io/football/players/570401.png,-1,,,
290,Jorginho,121,12,Midfielder,https://media.api-sports.io/football/players/2289.png,-1,,,
291,Joshua,121,12,Midfielder,https://media.api-sports.io/football/players/544685.png,-1,,,
292,Junior Kaio,121,12,Midfielder,https://media.api-sports.io/football/players/633422.png,-1,,,
293,Kaio Nobrega,121,12,Midfielder,https://media.api-sports.io/football/players/589366.png,-1,,,
294,Lucas Paquetá,121,12,Midfielder,https://media.api-sports.io/football/players/1646.png,-1,,,
295,Lucas Vieira,121,12,Midfielder,https://media.api-sports.io/football/players/619035.png,-1,,,
296,L. Mariano,121,12,Midfielder,https://media.api-sports.io/football/players/644618.png,-1,,,
297,Saúl,121,12,Midfielder,https://media.api-sports.io/football/players/48.png,-1,,,
298,Lucio,121,12,Midfielder,https://media.api-sports.io/football/players/505531.png,-1,,,
299,E. Pulgar,121,12,Midfielder,https://media.api-sports.io/football/players/2560.png,-1,,,
300,G. de Arrascaeta,121,12,Midfielder,https://media.api-sports.io/football/players/2612.png,-1,,,
301,N. de la Cruz,121,12,Midfielder,https://media.api-sports.io/football/players/5995.png,-1,,,
302,Alan,121,12,Attacker,https://media.api-sports.io/football/players/589367.png,-1,,,
303,Bruno Henrique,121,12,Attacker,https://media.api-sports.io/football/players/10180.png,-1,,,
304,J. Carrascal,121,12,Midfielder,https://media.api-sports.io/football/players/5994.png,-1,,,
305,David Viana de Oliveira,121,12,Attacker,https://media.api-sports.io/football/players/633423.png,-1,,,
306,Douglas Telles,121,12,Attacker,https://media.api-sports.io/football/players/586025.png,-1,,,
307,Everton,121,12,Midfielder,https://media.api-sports.io/football/players/2414.png,-1,,,
308,Camargo Joao,121,12,Attacker,https://media.api-sports.io/football/players/589368.png,-1,,,
309,Luiz Araújo,121,12,Midfielder,https://media.api-sports.io/football/players/22238.png,-1,,,
310,Pedro,121,12,Attacker,https://media.api-sports.io/football/players/10321.png,-1,,,
311,G. Plata,121,12,Attacker,https://media.api-sports.io/football/players/16369.png,-1,,,
312,Ryan Roberto,121,12,Attacker,https://media.api-sports.io/football/players/570400.png,-1,,,
313,Samuel Lino,121,12,Midfielder,https://media.api-sports.io/football/players/126936.png,-1,,,
314,Wallace,121,12,Attacker,https://media.api-sports.io/football/players/405160.png,-1,,,
315,Diógenes,130,12,Goalkeeper,https://media.api-sports.io/football/players/321454.png,-1,,,
316,Gabriel Brazão,130,12,Goalkeeper,https://media.api-sports.io/football/players/31007.png,-1,,,
317,Rodrigo Falcao,130,12,Goalkeeper,https://media.api-sports.io/football/players/653531.png,-1,,,
318,G. Escobar,130,12,Defender,https://media.api-sports.io/football/players/6637.png,-1,,,
319,A. Frías,130,12,Defender,https://media.api-sports.io/football/players/5872.png,-1,,,
320,Igor Vinicius,130,12,Defender,https://media.api-sports.io/football/players/9949.png,-1,,,
321,João Paulo Ananias,130,12,Defender,https://media.api-sports.io/football/players/527683.png,-1,,,
322,Luan Peres,130,12,Defender,https://media.api-sports.io/football/players/71.png,-1,,,
323,Lucas Veríssimo,130,12,Defender,https://media.api-sports.io/football/players/9991.png,-1,,,
324,Mayke,130,12,Defender,https://media.api-sports.io/football/players/9917.png,-1,,,
325,Rafael Gonzaga,130,12,Defender,https://media.api-sports.io/football/players/609540.png,-1,,,
326,Vinicius Lira,130,12,Defender,https://media.api-sports.io/football/players/507379.png,-1,,,
327,Zé Ivaldo,130,12,Defender,https://media.api-sports.io/football/players/10114.png,-1,,,
